,Name,Team,Position,xA per fixture,xA per game,Team games,Played,GW38,GW37,GW36,GW35**,GW35*,GW35,GW34,GW33,GW32*,GW32,GW31,GW30,GW29,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
208,Sean Longstaff,Newcastle,3,4.810526315789474,8.30909090909091,38,22,12.9,0.4,0.1,,,0.3,27.7,1.8,,20.2,12.5,12.0,0.1,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8,0.0,0.0,13.9,15.0,2.9,,2.0,3.3,15.5,35.5,0.6,0.0,0.0,0.0,0.0,0.3
209,Matt Doherty,Spurs,2,4.8,10.729411764705883,38,17,6.3,14.9,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.4,,42.8,1.3,0.0,,15.1,,0.0,1.0,0.0,0.0,3.8,,0.0,0.0,11.5,,2.2,0.0,0.0,0.0,0.0,0.0,0.0,30.6,2.0,17.1,0.0,0.0,26.7,1.2,3.5
210,Sander Berge,Sheffield Utd,3,4.781578947368422,12.113333333333335,38,15,0.0,0.0,0.0,,,1.3,11.5,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,12.3,25.2,15.3,12.8,16.3,25.4,13.4,4.6,22.4,0.7,18.0
211,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,3,4.739473684210526,8.576190476190476,38,21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4.8,1.3,2.5,34.8,,12.2,0.0,0.1,,0.7,,0.4,0.3,0.8,0.0,0.3,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,11.6,13.8,3.3,1.6,11.2,0.8,40.2,1.3,37.8,
212,Vitor Ferreira,Wolves,3,4.710526315789473,9.421052631578945,38,19,0.0,1.1,14.5,,,17.2,61.8,0.5,,10.1,0.0,1.2,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,26.1,1.7,0.0,,0.0,1.4,13.8,2.7,0.3,0.8,10.3,0.0,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.8
213,Mario Lemina,Fulham,3,4.4605263157894735,6.053571428571429,38,28,0.0,0.3,0.0,,,1.9,2.9,,,0.5,12.9,30.8,22.3,1.3,,1.5,4.3,0.0,,0.3,0.8,5.6,11.3,2.0,5.3,0.3,10.3,0.0,0.0,,,0.0,11.7,0.6,0.6,11.4,0.8,12.2,0.0,11.3,5.9,0.3,0.0,0.0,0.1,0.0
214,Calum Chambers,Arsenal,2,4.457894736842106,16.940000000000005,38,10,30.3,30.8,,,0.0,12.8,0.4,17.5,,0.0,3.8,1.4,45.5,0.0,,26.9,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Ryan Fredericks,West Ham,2,4.389473684210526,11.914285714285713,38,14,0.0,0.0,0.0,,,1.9,0.0,7.6,,0.1,0.0,0.0,0.1,0.0,,0.0,,0.0,,0.0,,0.3,0.0,34.3,0.5,0.3,0.0,0.0,,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,21.9,62.3
216,Fabio Silva,Wolves,4,4.371052631578946,5.190624999999999,38,32,13.6,3.2,2.7,,,12.6,3.9,2.3,,10.0,10.1,11.7,,0.3,,2.3,1.5,0.3,,0.5,,0.3,1.3,0.0,0.0,0.0,,19.8,0.8,11.3,3.5,2.5,0.1,12.8,11.3,1.4,12.3,0.0,0.3,0.3,0.0,0.0,0.0,13.1,0.0,0.0
217,Tariq Lamptey,Brighton,2,4.286842105263158,14.80909090909091,38,11,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,12.5,0.0,22.4,27.9,2.6,2.3,47.0,15.1,2.5,0.9,27.3
218,Alireza Jahanbakhsh,Brighton,3,4.28421052631579,7.752380952380953,38,21,12.0,2.1,17.8,,,3.1,1.2,30.0,,0.0,0.0,1.0,0.0,0.0,,0.3,,0.0,,0.8,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.8,0.3,27.3,0.1,15.8,0.7,0.7,0.0,1.3,0.0,0.0,0.0,0.0,30.4,10.4,0.7
219,Ricardo Domingos Barbosa Pereira,Leicester,2,4.273684210526316,10.826666666666666,38,15,0.4,26.2,,,0.0,6.3,0.0,0.0,,0.0,40.1,10.3,,2.9,,6.9,21.3,1.1,,26.7,,0.8,3.9,13.3,0.9,0.0,1.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Johann Berg Gudmundsson,Burnley,3,4.231578947368422,7.309090909090911,38,22,3.5,18.3,15.2,,,0.0,2.2,0.0,,12.1,17.9,3.1,,12.3,,2.2,0.0,0.0,,0.0,0.4,3.2,31.4,1.5,0.3,0.4,0.4,1.8,2.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,2.7,15.9,1.3,0.0,0.0,
221,Jairo Riedewald,Crystal Palace,3,4.221052631578948,4.86060606060606,38,33,11.3,0.3,0.0,,1.4,1.8,12.3,2.1,,,1.2,11.2,,1.8,,2.5,1.5,1.3,,0.3,,3.5,14.8,13.5,1.3,1.8,,0.0,0.0,0.0,0.4,11.0,0.1,0.0,0.0,0.8,0.8,32.3,1.2,14.4,13.3,1.5,0.4,0.3,0.0,0.0
222,Ibrahima Diallo,Southampton,3,4.211764705882352,6.509090909090909,34,22,25.7,11.8,0.4,,0.0,0.3,0.3,,,0.5,4.0,3.5,,17.8,7.0,22.8,,0.0,0.0,0.0,,0.0,0.0,0.0,23.7,3.2,,3.9,,2.5,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.5,10.2,,,,
223,Rhian Brewster,Sheffield Utd,4,4.136842105263158,5.822222222222222,38,27,0.1,1.5,0.0,,,0.0,14.3,0.4,,15.6,1.5,11.0,,0.0,,14.6,10.2,0.0,,0.0,,0.0,0.3,0.0,1.1,0.0,,0.5,4.3,0.9,2.8,17.4,1.0,11.3,1.5,0.3,12.8,10.2,0.0,12.2,11.1,0.3,0.0,0.0,0.0,0.0
224,Steven Alzate,Brighton,3,4.076315789473685,10.32666666666667,38,15,0.9,2.3,14.8,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.2,,0.0,,2.2,,12.3,0.0,16.2,0.0,0.0,,0.0,0.0,0.0,0.0,1.4,0.0,3.0,10.8,0.0,0.0,0.0,0.0,0.0,0.3,0.0,17.0,34.7,13.8,24.0
225,Manuel Lanzini,West Ham,3,4.026315789473684,9.0,38,17,0.0,0.0,0.0,,,6.8,14.7,1.5,,14.4,0.0,0.0,0.0,13.3,,0.0,,0.0,,0.0,,32.8,0.0,0.0,0.0,0.0,14.7,1.1,,0.8,1.6,13.6,0.0,24.8,0.0,0.3,0.0,0.8,1.2,10.1,0.0,0.5,0.0,0.0,0.0,0.0
226,Ben White,Brighton,2,4.0131578947368425,4.236111111111111,38,36,2.5,2.9,0.9,,,1.8,1.8,0.0,,0.8,12.2,0.4,2.7,0.1,,0.1,,0.8,,3.8,,0.9,0.5,0.7,12.5,12.3,,2.3,2.2,14.3,0.0,12.5,3.8,1.8,2.1,0.2,20.6,0.4,3.2,1.3,1.8,3.6,3.1,17.0,3.8,0.8
227,Anthony Elanga,Man Utd,3,3.94,9.85,5,2,18.2,0.0,,0.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Nemanja Matic,Man Utd,3,3.9210526315789482,7.450000000000001,38,20,16.0,0.0,,0.2,2.8,0.3,,0.0,,0.0,0.3,0.0,,0.0,,0.0,7.2,0.0,,20.2,,0.0,0.0,0.0,0.0,5.3,0.0,0.0,13.9,11.7,19.8,0.0,0.0,2.4,0.0,0.0,3.1,15.3,0.0,13.0,0.0,0.3,12.6,4.6,0.0,
229,James Tarkowski,Burnley,2,3.8947368421052637,4.111111111111112,38,36,0.9,0.6,1.0,,,10.5,0.6,0.3,,11.1,34.7,0.3,,0.2,,0.9,0.5,10.3,,1.4,0.9,0.3,15.8,0.3,0.6,0.1,0.1,0.1,0.7,,0.1,10.9,0.3,11.3,0.0,0.4,0.1,10.7,0.5,0.1,0.6,10.3,10.5,0.0,0.0,
230,Daniel James,Man Utd,3,3.8342105263157897,9.713333333333335,38,15,35.8,0.0,,0.0,0.0,0.0,,2.2,,0.0,0.0,10.3,,5.7,,1.4,1.8,12.4,,3.8,,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,25.8,0.0,0.0,5.3,
231,Daniel Jebbison,Sheffield Utd,4,3.775,3.775,4,4,1.7,2.6,10.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Bernard Anicio Caldeira Duarte,Everton,3,3.7552631578947357,11.891666666666664,38,12,0.8,0.0,12.1,,0.0,0.0,11.2,0.0,,0.0,0.0,0.0,,0.0,,0.8,13.8,0.0,,0.0,0.0,15.6,0.0,0.0,0.0,0.0,,,0.0,14.6,,1.5,0.0,0.0,0.0,0.0,1.1,0.0,30.4,13.8,27.0,0.0,0.0,0.0,0.0,0.0
233,Joseph Willock,Newcastle,3,3.6105263157894734,6.533333333333333,38,21,1.0,22.7,4.3,,,0.8,0.0,0.1,,0.3,0.0,0.4,0.7,16.8,,10.7,,25.5,,1.4,,1.9,20.9,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,10.5,12.3,0.1,0.0,0.0,4.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Erik Lamela,Spurs,3,3.607894736842106,5.960869565217393,38,23,0.0,0.0,0.0,,,1.5,4.5,,0.3,1.3,10.8,11.7,0.0,1.2,,2.7,13.7,1.0,,26.3,,3.3,18.8,2.3,1.1,1.3,,0.0,1.7,0.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,25.6,0.0,1.4,1.3,0.8,0.0
235,Ben Davies,Spurs,2,3.5999999999999996,6.839999999999999,38,20,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.6,0.0,,0.0,0.8,0.0,,0.0,,2.7,3.8,1.9,13.3,2.5,,11.6,0.0,21.9,,20.9,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.6,11.8,2.0,35.5
236,Lewis Dunk,Brighton,2,3.5973684210526313,4.142424242424242,38,33,1.2,0.0,0.0,,,1.3,10.5,1.9,,0.3,0.5,0.2,0.9,0.3,,0.8,,1.8,,23.7,,21.0,0.1,0.4,10.3,0.7,,10.5,0.8,1.7,11.5,0.5,15.2,0.8,1.3,0.9,0.3,0.0,0.0,0.0,0.0,11.3,3.2,0.8,0.8,1.2
237,Helder Wander Sousa de Azevedo e Costa,Leeds,3,3.53421052631579,6.104545454545455,38,22,0.0,0.0,0.0,,,0.0,0.0,1.3,,1.9,1.3,0.0,0.0,0.6,,1.0,,1.5,10.5,0.6,,2.3,0.0,0.6,0.0,0.0,,0.0,,0.0,0.5,0.0,0.0,0.0,1.8,0.0,0.3,0.0,1.1,13.6,42.7,3.5,14.8,2.3,17.2,14.9
238,Robbie Brady,Burnley,3,3.5236842105263158,7.0473684210526315,38,19,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3,,1.5,0.0,0.0,,0.0,1.9,0.9,0.0,0.0,1.2,1.7,4.2,17.8,1.1,,29.6,0.0,16.7,0.5,30.3,20.4,0.0,0.1,2.4,0.8,0.0,2.2,0.0,0.0,0.3,
239,Gabriel Teodoro Martinelli Silva,Arsenal,3,3.521052631578948,9.557142857142859,38,14,0.1,0.3,,,0.0,11.8,54.2,0.3,,36.3,12.1,0.8,0.1,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,13.6,0.0,,0.5,0.0,0.0,0.8,1.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Harry Maguire,Man Utd,2,3.5157894736842104,3.929411764705882,38,34,0.0,0.0,,0.0,0.0,10.3,,1.8,,1.4,1.0,5.8,,2.6,,0.5,1.1,1.2,,22.0,,17.1,2.3,8.3,2.3,2.6,13.8,0.3,1.1,0.5,1.0,0.4,1.1,1.0,0.6,0.8,0.7,1.9,0.2,11.8,11.3,0.8,0.9,0.5,4.6,
241,Juan Mata,Man Utd,3,3.4947368421052634,14.755555555555556,38,9,5.7,0.0,,0.0,4.2,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,15.2,0.0,17.9,3.0,0.0,38.9,46.5,0.0,0.0,0.0,
242,Bamidele Alli,Spurs,3,3.4763157894736842,8.806666666666667,38,15,2.6,18.5,18.8,,,21.3,5.4,,0.0,0.0,0.0,0.0,0.0,0.9,,0.0,24.8,14.1,,11.0,,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,11.9
243,Dennis Praet,Leicester,3,3.4763157894736834,8.806666666666665,38,15,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.2,4.5,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.8,0.0,0.3,0.0,0.3,0.0,15.9,12.7,11.5,3.6,4.3,3.3,0.0,11.8,29.1,16.8
244,Sebastien Haller,West Ham,4,3.4631578947368418,8.225,38,16,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.3,11.7,12.5,1.2,4.1,2.8,35.6,1.2,33.2,11.8,1.5,0.1,0.0,0.3,0.3,0.3,10.7
245,Jonny Evans,Leicester,2,3.3947368421052633,4.607142857142857,38,28,0.0,0.0,,,0.0,0.0,4.0,31.8,,10.7,0.9,0.3,,0.9,,0.0,0.0,0.1,,10.9,,0.1,1.3,0.3,10.9,1.8,0.7,0.5,,0.4,31.8,0.8,0.5,0.0,0.3,11.8,2.2,0.6,3.2,0.0,0.6,0.3,1.1,0.2,0.0,0.0
246,Ainsley Maitland-Niles,West Brom,2,3.392105263157895,4.957692307692308,38,26,22.7,2.4,0.3,,,0.0,7.8,1.3,,0.5,3.7,1.0,,7.0,,4.1,6.8,2.9,,12.4,,12.2,1.1,0.0,0.0,0.0,,0.0,2.7,0.7,0.0,0.0,22.5,1.6,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.8
247,Jack Cork,Burnley,3,3.3210526315789477,7.887500000000001,38,16,24.9,1.2,18.1,,,1.2,3.9,12.4,,13.0,0.0,0.0,,0.0,,0.0,24.4,1.9,,4.7,3.3,1.6,2.8,0.7,1.0,11.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
248,Mason Holgate,Everton,2,3.3157894736842106,4.5,38,28,10.8,0.0,0.8,,0.5,0.1,0.0,0.0,,0.4,1.3,13.7,,6.3,,1.3,0.9,0.4,,0.6,0.1,19.6,0.3,1.5,0.0,14.2,,,1.2,21.2,,1.9,16.3,10.8,0.8,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Joachim Andersen,Fulham,2,3.2147058823529413,3.5258064516129037,34,31,0.0,0.4,0.9,,,1.4,0.7,,,0.3,0.3,0.3,10.6,1.1,,10.2,15.4,1.8,,11.3,10.9,11.3,10.3,1.9,1.7,0.5,0.5,0.1,1.2,,,0.8,10.7,0.4,0.1,0.3,0.1,2.6,0.6,0.6,0.0,0.0,,,,
250,Tammy Abraham,Chelsea,4,3.1999999999999997,5.527272727272727,38,22,0.0,0.0,,,0.0,0.0,0.0,1.3,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,2.4,,0.4,0.0,0.0,1.7,0.3,1.8,1.6,,0.0,0.0,2.6,2.2,0.3,0.4,0.5,2.2,32.3,43.5,12.3,0.3,0.0,11.3,4.2,0.0,0.0
251,Nampalys Mendy,Leicester,3,3.1236842105263163,5.160869565217392,38,23,11.6,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,13.6,0.0,,1.7,,0.0,0.0,0.5,12.4,1.9,0.0,0.0,,0.0,5.7,0.0,0.0,2.7,0.7,6.1,3.8,3.5,5.9,2.1,3.6,2.2,7.9,20.8,7.5,3.5
252,Joel Ward,Crystal Palace,2,3.110526315789474,4.546153846153846,38,26,0.6,1.2,11.8,,1.6,2.4,0.9,0.9,,,1.4,16.7,,1.1,,2.0,0.9,1.4,,0.1,,0.0,0.0,0.0,0.0,2.3,,11.1,10.8,2.2,0.0,3.2,0.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,1.6,11.2,0.7
253,Isaac Hayden,Newcastle,3,3.097368421052632,4.904166666666668,38,24,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,13.7,,3.1,,4.9,,0.9,,16.7,0.3,6.3,2.0,11.0,2.2,0.0,1.2,0.0,0.6,11.3,0.5,0.7,0.0,,0.0,12.3,0.0,0.2,0.0,10.4,1.9,0.7,12.8,2.0
254,Benjamin Mendy,Man City,2,3.081578947368421,9.007692307692308,38,13,0.0,0.0,8.1,,,23.0,30.6,,,0.0,4.5,7.4,,3.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.3,0.0,4.1,4.6,0.0,0.0,0.0,0.0,0.0,1.3,21.0,3.9,
255,Wesley Fofana,Leicester,2,3.08,3.85,35,28,0.7,0.5,,,1.1,13.2,3.8,3.7,,1.6,2.0,0.9,,14.5,,14.3,0.3,0.0,,0.0,,0.0,0.0,0.0,0.6,11.4,0.5,0.9,,0.3,0.0,0.7,10.3,1.3,1.8,4.4,3.3,1.2,12.8,0.3,1.1,0.3,0.0,,,
256,Cedric Soares,Arsenal,2,3.021052631578948,11.480000000000002,38,10,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.5,0.0,3.3,,0.0,,11.0,,0.0,,11.7,15.9,4.7,10.8,22.6,,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Caglar Soyuncu,Leicester,2,3.0105263157894737,4.9739130434782615,38,23,0.7,0.9,,,1.9,11.8,26.5,3.1,,1.5,0.0,0.0,,1.9,,2.3,11.5,11.3,,4.3,,0.1,0.9,0.1,10.5,0.4,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,20.9,1.4
258,Michy Batshuayi,Crystal Palace,4,2.9868421052631575,6.3055555555555545,38,18,0.0,0.0,0.0,,0.3,0.0,0.0,0.0,,,0.0,0.5,,0.0,,0.0,0.0,0.0,,0.0,,2.0,10.6,3.3,24.3,0.1,,0.1,0.0,0.0,0.0,25.2,0.2,0.0,0.0,0.2,10.5,21.2,0.0,1.8,11.0,1.9,0.0,0.3,0.0,0.0
259,Morgan Gibbs-White,Wolves,3,2.968421052631579,10.254545454545454,38,11,14.0,3.2,42.7,,,12.8,0.3,2.0,,0.0,0.8,0.0,,0.2,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,33.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Jakub Moder,Brighton,3,2.9619047619047616,5.183333333333333,21,12,3.6,5.3,2.9,,,1.0,0.1,15.2,,11.8,12.8,5.6,3.4,0.0,,0.0,,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,
261,Filip Krovinovic,West Brom,3,2.96,9.418181818181818,35,11,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,18.1,1.5,11.2,0.9,51.0,1.8,7.4,11.2,0.4,,,
262,Olivier Giroud,Chelsea,4,2.9473684210526314,6.588235294117647,38,17,0.0,0.1,,,1.0,0.0,0.0,0.0,,0.3,0.0,0.0,,0.0,,0.0,0.0,3.2,,0.0,,5.8,3.0,0.0,0.0,11.3,0.0,23.6,,0.0,2.1,0.0,0.0,11.3,8.4,37.9,0.1,0.0,0.3,1.8,0.0,0.0,0.0,1.8,0.0,0.0
263,Tom Davies,Everton,3,2.9473684210526314,4.48,38,25,4.8,0.1,0.0,,0.0,2.0,0.0,0.0,,12.8,2.5,2.9,,26.4,,11.5,0.0,0.0,,0.7,0.2,0.7,1.7,0.0,0.0,1.1,,,2.3,5.8,,2.4,11.6,0.0,0.0,0.0,15.2,4.5,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0
264,Luke Thomas,Leicester,2,2.9394736842105265,7.978571428571429,38,14,6.3,1.1,,,1.4,35.4,3.3,16.7,,14.0,1.6,0.0,,0.0,,0.0,0.0,0.2,,13.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
265,Fabio Henrique Tavares,Liverpool,3,2.810526315789473,3.5599999999999996,38,30,2.8,3.7,16.6,,2.6,4.3,,1.9,,0.8,3.8,5.8,,0.9,,1.7,0.8,0.0,,0.0,,0.0,0.5,0.0,0.0,0.0,2.1,0.9,,2.4,1.8,4.5,0.8,1.9,1.8,0.2,10.1,0.6,0.0,0.0,0.9,1.9,13.3,15.3,1.1,1.0
266,Toby Alderweireld,Spurs,2,2.8026315789473686,4.26,38,25,0.2,1.2,11.7,,,10.3,10.7,,0.7,0.6,0.0,0.0,0.0,0.5,,0.8,0.0,0.0,,0.0,,0.0,1.5,0.3,5.5,0.0,,0.0,0.0,0.3,,0.0,11.7,10.0,14.1,0.1,0.0,0.1,1.0,0.3,13.6,0.1,0.0,0.0,0.0,11.2
267,Nathaniel Phillips,Liverpool,2,2.7454545454545447,5.329411764705881,33,17,0.1,0.3,11.3,,10.5,1.3,,0.0,,0.0,31.0,2.1,,0.3,,14.8,0.0,0.5,,1.0,,0.0,0.0,1.8,1.3,0.0,0.0,0.0,,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,11.7,0.0,,,,,
268,Cheikhou Kouyate,Crystal Palace,3,2.7105263157894726,2.86111111111111,38,36,1.3,1.6,10.5,,0.1,0.3,10.3,0.0,,,1.1,10.8,,0.3,,0.3,0.0,0.3,,0.0,,10.6,0.0,0.0,0.3,0.4,,0.0,0.4,0.2,0.1,0.7,0.3,0.6,0.6,0.8,18.1,20.8,0.3,0.9,0.3,0.0,0.2,0.2,10.0,0.3
269,Victor Lindelof,Man Utd,2,2.6999999999999993,3.5379310344827575,38,29,0.0,1.0,,0.9,0.0,0.8,,14.3,,0.1,0.5,3.2,,1.3,,0.1,0.0,1.1,,1.2,,4.7,1.8,17.1,1.4,0.0,0.0,0.3,0.0,0.0,0.0,1.3,0.1,10.5,10.4,0.8,0.3,11.7,0.4,2.1,11.3,0.6,0.0,0.5,2.8,
270,Romaine Sawyers,West Brom,3,2.694736842105263,5.389473684210526,38,19,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.3,0.0,0.0,1.8,2.3,11.5,,4.8,1.2,14.6,5.4,0.8,14.0,3.5,2.0,1.8,0.0,10.8,0.0,0.3,11.7,11.9,1.1,1.6
271,Grady Diangana,West Brom,3,2.6921052631578943,5.114999999999999,38,20,11.1,2.2,0.5,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,2.1,1.1,2.3,1.6,0.0,6.1,0.0,2.9,0.7,2.7,14.2,15.8,1.9,20.2,3.6,12.8
272,Sergio Aguero,Man City,4,2.6894736842105265,8.516666666666667,38,12,2.3,0.0,0.0,,,21.8,18.8,,,0.0,0.0,3.6,,2.3,0.0,0.0,0.0,16.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,35.2,0.0,0.0,0.0,
273,Jannik Vestergaard,Southampton,2,2.686842105263158,3.4033333333333338,38,30,0.3,11.3,0.4,,0.4,0.6,0.2,,,4.3,11.7,10.8,,1.8,0.6,0.2,,0.2,10.4,0.1,,0.8,2.7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.6,14.3,1.1,0.8,0.6,0.8,11.0,0.1,0.9,1.5,1.3,0.9,0.0,10.4
274,Romain Saiss,Wolves,2,2.663157894736842,3.7481481481481476,38,27,14.3,0.0,10.3,,,0.0,0.4,11.6,,0.6,4.8,1.1,,15.5,,0.9,0.5,1.2,,0.3,,1.6,0.0,0.0,0.0,0.0,,6.7,1.5,0.3,0.2,0.8,1.5,2.1,0.2,0.0,0.0,0.0,0.0,0.0,5.3,10.5,6.7,1.7,0.4,0.2
275,Naby Keita,Liverpool,3,2.644736842105263,10.049999999999999,38,10,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,20.8,,24.4,0.0,0.8,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,16.1,0.0,0.0,0.1,0.0,12.5,0.0,0.0,0.0,0.0,3.1,14.3,3.8,4.6
276,Joe Bryan,Fulham,2,2.6421052631578945,6.2749999999999995,38,16,19.2,11.1,13.9,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,25.4,1.8,4.3
277,Mohamed Naser El Sayed Elneny,Arsenal,3,2.628947368421053,4.343478260869565,38,23,0.0,6.5,,,2.7,4.3,4.4,0.0,,3.3,0.4,0.4,0.0,0.1,,0.0,,1.4,,2.8,,0.4,0.0,0.0,0.0,10.0,,0.9,0.0,0.0,2.2,1.4,2.2,2.4,15.3,0.0,0.0,0.0,13.6,5.5,0.0,0.0,15.3,0.6,0.0,3.8
