,Name,Team,Position,xG per fixture,xG per game,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
267,Saman Ghoddos,Brentford,Midfielder,3.5,7.823529411764706,38,17,0.0,,0.0,,0.0,0.0,,12.0,,6.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,6.0,0.0,0.0,0.0,2.0,4.0,25.0,2.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0
268,Kurt Zouma,West Ham,Defender,3.4473684210526314,5.458333333333333,38,24,0.0,,0.0,,0.0,18.0,,0.0,,0.0,0.0,,0.0,0.0,,35.0,,0.0,,4.0,,2.0,,0.0,2.0,,2.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,2.0,33.0,0.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
269,Moises Caicedo,Brighton,Midfielder,3.4473684210526314,16.375,38,8,39.0,,35.0,,11.0,11.0,,18.0,0.0,4.0,13.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Moussa Djenepo,Southampton,Midfielder,3.4210526315789473,10.833333333333334,38,12,4.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,4.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,30.0,35.0,20.0,14.0
271,Bamidele Alli,Everton,Midfielder,3.3947368421052633,6.142857142857143,38,21,4.0,4.0,0.0,0.0,0.0,2.0,,2.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,4.0,,0.0,,8.0,,6.0,24.0,,0.0,,0.0,,0.0,0.0,0.0,21.0,,,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,21.0,25.0,0.0
272,Jose Diogo Dalot Teixeira,Man Utd,Defender,3.3157894736842106,5.25,38,24,2.0,,,,5.0,0.0,0.0,18.0,0.0,6.0,0.0,,6.0,,,0.0,,0.0,,0.0,,0.0,12.0,17.0,2.0,,9.0,3.0,0.0,,0.0,4.0,2.0,,,19.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
273,Yves Bissouma,Brighton,Midfielder,3.3157894736842106,4.846153846153846,38,26,0.0,,7.0,,0.0,7.0,,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,,0.0,,4.0,,0.0,5.0,0.0,,,0.0,0.0,0.0,,28.0,14.0,0.0,,0.0,,2.0,4.0,7.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,7.0,0.0
274,Nikola Vlasic,West Ham,Midfielder,3.2857142857142856,6.052631578947368,35,19,0.0,,0.0,,7.0,0.0,,0.0,,16.0,0.0,,0.0,0.0,,0.0,,24.0,,0.0,,2.0,,0.0,0.0,,0.0,,4.0,14.0,2.0,19.0,9.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,,,
275,Aaron Wan-Bissaka,Man Utd,Defender,3.236842105263158,6.15,38,20,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,0.0,,,0.0,,2.0,,10.0,,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,2.0,4.0,0.0,21.0,4.0,0.0,2.0,2.0
276,Raphael Varane,Man Utd,Defender,3.2162162162162162,5.409090909090909,37,22,0.0,,,,0.0,17.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,2.0,,0.0,0.0,0.0,36.0,,4.0,20.0,0.0,,0.0,0.0,18.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,8.0,0.0,0.0,
277,Tanguy Ndombele,Spurs,Midfielder,3.210526315789474,13.555555555555557,38,9,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,0.0,27.0,73.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0
278,Ricardo Domingos Barbosa Pereira,Leicester,Defender,3.210526315789474,8.714285714285715,38,14,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,,2.0,,0.0,,20.0,,19.0,,37.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,2.0,8.0,0.0,0.0,4.0,0.0
279,Imran Louza,Watford,Midfielder,3.210526315789474,6.1000000000000005,38,20,0.0,,0.0,0.0,0.0,1.0,,0.0,,39.0,3.0,,2.0,,,19.0,10.0,9.0,,7.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,,0.0,2.0,,,,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
280,Mathias Normann,Norwich,Midfielder,3.2,4.869565217391305,35,23,1.0,,8.0,0.0,0.0,2.0,,0.0,,1.0,1.0,,0.0,,,4.0,1.0,0.0,,9.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,8.0,17.0,19.0,15.0,15.0,0.0,,,
281,Sam Byram,Norwich,Defender,3.1842105263157894,8.066666666666666,38,15,0.0,,0.0,4.0,4.0,2.0,,0.0,,24.0,6.0,,0.0,,,0.0,0.0,43.0,,0.0,,0.0,,2.0,0.0,,0.0,,0.0,,0.0,36.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Robin Koch,Leeds,Defender,3.1842105263157894,6.05,38,20,8.0,,6.0,6.0,0.0,18.0,,0.0,,,0.0,,0.0,0.0,,0.0,1.0,11.0,,24.0,0.0,0.0,,18.0,0.0,,29.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Mason Holgate,Everton,Defender,3.1578947368421053,4.8,38,25,0.0,4.0,0.0,4.0,37.0,0.0,,0.0,,0.0,0.0,0.0,31.0,,2.0,4.0,,0.0,,0.0,,0.0,,0.0,34.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Adam Webster,Brighton,Defender,3.1578947368421053,5.454545454545454,38,22,8.0,,0.0,,2.0,0.0,,2.0,2.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,69.0,,,0.0,21.0,8.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,James McArthur,Crystal Palace,Midfielder,3.1578947368421053,5.714285714285714,38,21,0.0,0.0,0.0,,0.0,21.0,,0.0,,18.0,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,7.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,0.0,6.0,2.0,8.0,4.0,14.0,9.0,4.0
286,Vitalii Mykolenko,Everton,Defender,3.142857142857143,5.076923076923077,21,13,0.0,6.0,5.0,29.0,7.0,4.0,,0.0,,0.0,4.0,2.0,3.0,,0.0,0.0,,2.0,,0.0,,0.0,,0.0,0.0,,0.0,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,
287,Takehiro Tomiyasu,Arsenal,Defender,3.142857142857143,5.238095238095238,35,21,0.0,,4.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,2.0,,0.0,2.0,2.0,37.0,2.0,0.0,10.0,0.0,6.0,2.0,1.0,0.0,0.0,17.0,0.0,14.0,,,
288,Adam Forshaw,Leeds,Midfielder,3.1315789473684212,5.409090909090909,38,22,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,26.0,4.0,,0.0,0.0,0.0,,9.0,7.0,23.0,,0.0,0.0,,0.0,,2.0,,0.0,,,0.0,13.0,0.0,2.0,19.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Lukas Rupp,Norwich,Midfielder,3.0789473684210527,6.157894736842105,38,19,2.0,,0.0,4.0,0.0,2.0,,0.0,,0.0,0.0,,0.0,,,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,21.0,0.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,21.0
290,Tony Springett,Norwich,Midfielder,3.0,9.0,9,3,0.0,,0.0,19.0,8.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Ashley Young,Aston Villa,Defender,2.973684210526316,4.708333333333333,38,24,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,0.0,,4.0,2.0,,0.0,0.0,7.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,36.0,7.0,16.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
292,Donny van de Beek,Everton,Midfielder,2.95,7.866666666666666,40,15,33.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,,2.0,,0.0,,16.0,,2.0,8.0,,0.0,0.0,20.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Tyrick Mitchell,Crystal Palace,Defender,2.9210526315789473,3.0833333333333335,38,36,0.0,0.0,22.0,,0.0,0.0,,0.0,,2.0,0.0,,4.0,,,0.0,,2.0,,20.0,3.0,0.0,,0.0,2.0,,0.0,,0.0,,22.0,0.0,0.0,,4.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0
294,Oleksandr Zinchenko,Man City,Defender,2.9210526315789473,7.4,38,15,8.0,,35.0,4.0,27.0,1.0,,4.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,6.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,4.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
295,Cedric Soares,Arsenal,Defender,2.9210526315789473,5.285714285714286,38,21,35.0,,1.0,0.0,8.0,0.0,,0.0,2.0,1.0,8.0,,0.0,2.0,1.0,20.0,,10.0,,,0.0,20.0,,,2.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
296,Jack Cork,Burnley,Midfielder,2.8947368421052633,5.5,38,20,38.0,18.0,0.0,,0.0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
297,Kyle Walker,Man City,Defender,2.8947368421052633,5.5,38,20,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,,7.0,,,2.0,,2.0,,0.0,,6.0,,22.0,0.0,,6.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,35.0,0.0,10.0,0.0
298,Connor Roberts,Burnley,Defender,2.857142857142857,4.761904761904762,35,21,2.0,35.0,2.0,,11.0,4.0,,0.0,15.0,0.0,0.0,0.0,2.0,,,2.0,,0.0,17.0,2.0,0.0,1.0,,0.0,5.0,0.0,2.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
299,Albert Sambi Lokonga,Arsenal,Midfielder,2.8421052631578947,5.684210526315789,38,19,21.0,,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,8.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,8.0,18.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,8.0
300,Japhet Tanganga,Spurs,Defender,2.8421052631578947,9.818181818181818,38,11,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,14.0,,0.0,0.0,26.0,0.0,,,0.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,2.0,2.0
301,Christos Tzolis,Norwich,Midfielder,2.8157894736842106,7.642857142857143,38,14,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,1.0,20.0,0.0,,0.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0
302,Takumi Minamino,Liverpool,Midfielder,2.736842105263158,9.454545454545455,38,11,0.0,,44.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,27.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Timothy Castagne,Leicester,Defender,2.710526315789474,3.8148148148148153,38,27,11.0,0.0,22.0,2.0,21.0,0.0,,0.0,0.0,0.0,0.0,,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,2.0,0.0,,,0.0,4.0,0.0,2.0,0.0,0.0,4.0,2.0,20.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
304,Alex Nicolao Telles,Man Utd,Defender,2.710526315789474,4.904761904761905,38,21,8.0,,,,0.0,0.0,2.0,7.0,0.0,2.0,12.0,,0.0,,,0.0,,18.0,,5.0,,0.0,18.0,0.0,0.0,,1.0,2.0,7.0,,0.0,0.0,2.0,,,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Cristian Romero,Spurs,Defender,2.6842105263157894,4.636363636363637,38,22,0.0,,0.0,0.0,0.0,8.0,,2.0,,4.0,0.0,,4.0,0.0,35.0,2.0,,0.0,,0.0,14.0,0.0,,17.0,2.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,2.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
306,Jesse Lingard,Man Utd,Midfielder,2.6842105263157894,6.375,38,16,0.0,,,,0.0,0.0,0.0,0.0,0.0,32.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,21.0,0.0,0.0,0.0
307,Harvey Elliott,Liverpool,Midfielder,2.6842105263157894,17.0,38,6,0.0,,19.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13.0,30.0,2.0
308,Kalvin Phillips,Leeds,Midfielder,2.6052631578947367,4.95,38,20,0.0,,3.0,0.0,8.0,0.0,,0.0,,,7.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,1.0,12.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,8.0,0.0
309,James Justin,Leicester,Defender,2.5526315789473686,7.461538461538462,38,13,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,20.0,18.0,,4.0,45.0,,0.0,,0.0,,0.0,,0.0,,0.0,2.0,,6.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Ciaran Clark,Newcastle,Defender,2.5,7.3076923076923075,38,13,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,4.0,4.0,6.0,4.0,2.0,14.0,8.0,4.0,0.0,0.0,28.0
311,Matthew Lowton,Burnley,Defender,2.5,3.8,38,25,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,2.0,0.0,8.0,,7.0,0.0,34.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0
312,Sean Longstaff,Newcastle,Midfielder,2.4473684210526314,3.875,38,24,0.0,,16.0,,0.0,0.0,,6.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,7.0,,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,8.0,22.0,9.0,6.0,1.0,0.0,0.0
313,Matt Ritchie,Newcastle,Defender,2.4210526315789473,5.111111111111111,38,18,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,12.0,8.0,9.0,4.0,1.0,14.0
314,Anthony Martial,Man Utd,Forward,2.3947368421052633,11.375,38,8,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,2.0,2.0,40.0,0.0
315,Bertrand Traore,Aston Villa,Midfielder,2.3684210526315788,10.0,38,9,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,8.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,4.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,10.0,0.0,0.0,26.0
316,Tom Davies,Everton,Midfielder,2.3684210526315788,15.0,38,6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,45.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0
317,Caglar Soyuncu,Leicester,Defender,2.3684210526315788,3.2142857142857144,38,28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,,4.0,,22.0,,0.0,,0.0,0.0,,0.0,,4.0,,,0.0,0.0,,,0.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
318,Jacob Sørensen,Norwich,Defender,2.3157894736842106,8.8,38,10,2.0,,0.0,0.0,10.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,5.0,,0.0,2.0,0.0,,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,James Tomkins,Crystal Palace,Defender,2.3157894736842106,11.0,38,8,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,2.0,6.0,,33.0,33.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Ross Barkley,Chelsea,Midfielder,2.289473684210526,14.499999999999998,38,6,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Hassane Kamara,Watford,Defender,2.25,2.3684210526315788,20,19,0.0,,0.0,0.0,8.0,0.0,,17.0,,0.0,0.0,,0.0,,,0.0,0.0,6.0,,3.0,0.0,2.0,,0.0,3.0,0.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
322,Jonathan Rowe,Norwich,Midfielder,2.1818181818181817,3.6923076923076925,22,13,0.0,,2.0,0.0,0.0,0.0,,17.0,,2.0,0.0,,6.0,,,15.0,0.0,4.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,
323,Anwar El Ghazi,Everton,Midfielder,2.1794871794871793,7.727272727272726,39,11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,4.0,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,0.0,0.0,0.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,4.0
324,Allan Marques Loureiro,Everton,Midfielder,2.1578947368421053,2.9285714285714284,38,28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,18.0,0.0,0.0,,0.0,0.0,,1.0,,6.0,,0.0,,7.0,0.0,,0.0,,0.0,,11.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0
325,Mads Roerslev Rasmussen,Brentford,Defender,2.1315789473684212,3.857142857142857,38,21,0.0,,0.0,,0.0,4.0,,2.0,,0.0,2.0,,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,2.0,,0.0,6.0,0.0,0.0,51.0,0.0,0.0,,,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Kieran Dowell,Norwich,Midfielder,2.1052631578947367,4.2105263157894735,38,19,0.0,,0.0,0.0,4.0,4.0,,15.0,,36.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0
327,Brandon Williams,Norwich,Defender,2.1052631578947367,3.076923076923077,38,26,0.0,,0.0,0.0,0.0,13.0,,0.0,,0.0,1.0,,0.0,,,10.0,0.0,0.0,,0.0,,0.0,,4.0,0.0,,0.0,,0.0,,4.0,0.0,0.0,,2.0,0.0,14.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0
328,Ibrahima Diallo,Southampton,Midfielder,2.0789473684210527,3.4347826086956523,38,23,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,,9.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,7.0,,0.0,,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,18.0
329,James Milner,Liverpool,Midfielder,2.0526315789473686,3.25,38,24,4.0,,10.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,8.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,2.0,,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0
330,Nathan Ake,Man City,Defender,1.9736842105263157,5.357142857142857,38,14,0.0,,0.0,0.0,0.0,37.0,,0.0,,2.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,11.0,0.0,,0.0,,0.0,,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
331,Jonny Evans,Leicester,Defender,1.9736842105263157,4.166666666666667,38,18,2.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,4.0,17.0,9.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
332,Ozan Kabak,Norwich,Defender,1.8571428571428572,5.909090909090909,35,11,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,,,
333,Theo Walcott,Southampton,Midfielder,1.8421052631578947,7.777777777777778,38,9,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,28.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,6.0
334,Federico Fernandez,Newcastle,Defender,1.8157894736842106,9.857142857142858,38,7,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,0.0,0.0,6.0,4.0
